4004	0.0015
4008	0.00165
4012	0.00177
4016	0.00191
4020	0.00206
4024	0.00218
4028	0.00233
4032	0.00247
4036	0.00258
4040	0.00275
4044	0.00293
4048	0.00313
4052	0.00333
4056	0.00354
4060	0.00376
4064	0.00394
4068	0.00418
4072	0.00442
4076	0.00468
4080	0.00492
4084	0.00523
4088	0.00553
4092	0.00585
4096	0.00623
4100	0.00665
4104	0.00709
4108	0.00768
4112	0.00832
4116	0.00895
4120	0.00963
4124	0.01036
4128	0.01115
4132	0.01209
4136	0.01309
4140	0.01411
4144	0.01535
4148	0.01662
4152	0.01799
4156	0.01947
4160	0.02101
4164	0.02258
4168	0.02416
4172	0.02584
4176	0.02753
4180	0.02931
4184	0.03113
4188	0.03318
4192	0.03532
4196	0.03752
4200	0.03971
4204	0.04195
4208	0.04427
4212	0.0466
4216	0.049
4220	0.05144
4224	0.05397
4228	0.05659
4232	0.05925
4236	0.06208
4240	0.06498
4244	0.06791
4248	0.07094
4252	0.07398
4256	0.07714
4260	0.08052
4264	0.08398
4268	0.0875
4272	0.09123
4276	0.09506
4280	0.09899
4284	0.10316
4288	0.10735
4292	0.11156
4296	0.11601
4300	0.12046
4304	0.12497
4308	0.12956
4312	0.13416
4316	0.13885
4320	0.14373
4324	0.14863
4328	0.15362
4332	0.15874
4336	0.16388
4340	0.16906
4344	0.17447
4348	0.1797
4352	0.18488
4356	0.19013
4360	0.19545
4364	0.20081
4368	0.20628
4372	0.21185
4376	0.21747
4380	0.22329
4384	0.22922
4388	0.23526
4392	0.24126
4396	0.24732
4400	0.25336
4404	0.25944
4408	0.26559
4412	0.27177
4416	0.27799
4420	0.28422
4424	0.29054
4428	0.29758
4432	0.3047
4436	0.31184
4440	0.3189
4444	0.32602
4448	0.33322
4452	0.34037
4456	0.34757
4460	0.3548
4464	0.36194
4468	0.3692
4472	0.37654
4476	0.38381
4480	0.39105
4484	0.39824
4488	0.40526
4492	0.41228
4496	0.41931
4500	0.42627
4504	0.43329
4508	0.44035
4512	0.44754
4516	0.45484
4520	0.46203
4524	0.46905
4528	0.476
4532	0.48295
4536	0.48992
4540	0.49696
4544	0.50402
4548	0.5111
4552	0.51831
4556	0.5257
4560	0.53309
4564	0.54033
4568	0.54762
4572	0.55488
4576	0.56217
4580	0.56948
4584	0.57676
4588	0.584
4592	0.59119
4596	0.5983
4600	0.60543
4604	0.61288
4608	0.62017
4612	0.62734
4616	0.63458
4620	0.64166
4624	0.64893
4628	0.65618
4632	0.66259
4636	0.66889
4640	0.67512
4644	0.68135
4648	0.68758
4652	0.69378
4656	0.69996
4660	0.70614
4664	0.71225
4668	0.71828
4672	0.7241
4676	0.73001
4680	0.73577
4684	0.74156
4688	0.74746
4692	0.75348
4696	0.75956
4700	0.76568
4704	0.77168
4708	0.77758
4712	0.78348
4716	0.78926
4720	0.79494
4724	0.80074
4728	0.80658
4732	0.81241
4736	0.81816
4740	0.82375
4744	0.82922
4748	0.83462
4752	0.8398
4756	0.8449
4760	0.84988
4764	0.85473
4768	0.85962
4772	0.86439
4776	0.86906
4780	0.87365
4784	0.8781
4788	0.88245
4792	0.88665
4796	0.89078
4800	0.89491
4804	0.89887
4808	0.90242
4812	0.90606
4816	0.90968
4820	0.91314
4824	0.91679
4828	0.92026
4832	0.92358
4836	0.92696
4840	0.93028
4844	0.93348
4848	0.93668
4852	0.9398
4856	0.9428
4860	0.94575
4864	0.9486
4868	0.95144
4872	0.95427
4876	0.95702
4880	0.95955
4884	0.96206
4888	0.96439
4892	0.96651
4896	0.9684
4900	0.97011
4904	0.97175
4908	0.97331
4912	0.9748
4916	0.97619
4920	0.97743
4924	0.97865
4928	0.97972
4932	0.98078
4936	0.9818
4940	0.98273
4944	0.98357
4948	0.9843
4952	0.98496
4956	0.98555
4960	0.98604
4964	0.9865
4968	0.98692
4972	0.98722
4976	0.98744
4980	0.98767
4984	0.98781
4988	0.98792
4992	0.98813
4996	0.98832
5000	0.98839
5004	0.98834
5008	0.98831
5012	0.98819
5016	0.98809
5020	0.98796
5024	0.98778
5028	0.9875
5032	0.98708
5036	0.9866
5040	0.98605
5044	0.98547
5048	0.98487
5052	0.98429
5056	0.98366
5060	0.98293
5064	0.98219
5068	0.98147
5072	0.98066
5076	0.97981
5080	0.97902
5084	0.97821
5088	0.97735
5092	0.97653
5096	0.9757
5100	0.97489
5104	0.97409
5108	0.9733
5112	0.97251
5116	0.97175
5120	0.97076
5124	0.96979
5128	0.9689
5132	0.96805
5136	0.96709
5140	0.96606
5144	0.96495
5148	0.96385
5152	0.96276
5156	0.96167
5160	0.96061
5164	0.95939
5168	0.95815
5172	0.95694
5176	0.95573
5180	0.95439
5184	0.953
5188	0.95157
5192	0.94992
5196	0.94795
5200	0.94599
5204	0.94375
5208	0.94144
5212	0.93903
5216	0.93666
5220	0.93419
5224	0.9316
5228	0.92891
5232	0.92616
5236	0.9234
5240	0.92061
5244	0.9179
5248	0.91512
5252	0.91242
5256	0.90957
5260	0.90665
5264	0.90373
5268	0.9007
5272	0.89751
5276	0.8943
5280	0.89092
5284	0.88746
5288	0.88394
5292	0.88017
5296	0.87611
5300	0.872
5304	0.86745
5308	0.86295
5312	0.85832
5316	0.85349
5320	0.84864
5324	0.84398
5328	0.83924
5332	0.83414
5336	0.82902
5340	0.82384
5344	0.81853
5348	0.81324
5352	0.80797
5356	0.80271
5360	0.79738
5364	0.79206
5368	0.78688
5372	0.78152
5376	0.77602
5380	0.7705
5384	0.7651
5388	0.75967
5392	0.75426
5396	0.74901
5400	0.74374
5404	0.73842
5408	0.73336
5412	0.72818
5416	0.72305
5420	0.71788
5424	0.71272
5428	0.70769
5432	0.70275
5436	0.69783
5440	0.69288
5444	0.68788
5448	0.68265
5452	0.67724
5456	0.67162
5460	0.66579
5464	0.65995
5468	0.65412
5472	0.64808
5476	0.64209
5480	0.63606
5484	0.63034
5488	0.62479
5492	0.61907
5496	0.61367
5500	0.60854
5504	0.60332
5508	0.59846
5512	0.59347
5516	0.58846
5520	0.58325
5524	0.57792
5528	0.57254
5532	0.56699
5536	0.56166
5540	0.55621
5544	0.55076
5548	0.54557
5552	0.54046
5556	0.53521
5560	0.52982
5564	0.52437
5568	0.5189
5572	0.51337
5576	0.50786
5580	0.50218
5584	0.49654
5588	0.49091
5592	0.48529
5596	0.4798
5600	0.47443
5604	0.46919
5608	0.4639
5612	0.45868
5616	0.45359
5620	0.4486
5624	0.44344
5628	0.43824
5632	0.43302
5636	0.42772
5640	0.4225
5644	0.41745
5648	0.41256
5652	0.40764
5656	0.40218
5660	0.39728
5664	0.39246
5668	0.38758
5672	0.38256
5676	0.37778
5680	0.37303
5684	0.36817
5688	0.36307
5692	0.35783
5696	0.35271
5700	0.3475
5704	0.34234
5708	0.33738
5712	0.33249
5716	0.32761
5720	0.32272
5724	0.31819
5728	0.31381
5732	0.30958
5736	0.30555
5740	0.30152
5744	0.29753
5748	0.29364
5752	0.28955
5756	0.28529
5760	0.28119
5764	0.27719
5768	0.27333
5772	0.26946
5776	0.26573
5780	0.26206
5784	0.25872
5788	0.25535
5792	0.25206
5796	0.24866
5800	0.24511
5804	0.24138
5808	0.2376
5812	0.23386
5816	0.23015
5820	0.2265
5824	0.22271
5828	0.21914
5832	0.21569
5836	0.2121
5840	0.20848
5844	0.20474
5848	0.20078
5852	0.19676
5856	0.19287
5860	0.18991
5864	0.18666
5868	0.18355
5872	0.18062
5876	0.17791
5880	0.17528
5884	0.17263
5888	0.17007
5892	0.16751
5896	0.16485
5900	0.16224
5904	0.15957
5908	0.15689
5912	0.15419
5916	0.15144
5920	0.14878
5924	0.14619
5928	0.14365
5932	0.14107
5936	0.13839
5940	0.13567
5944	0.133
5948	0.13038
5952	0.12773
5956	0.1252
5960	0.1228
5964	0.12042
5968	0.11804
5972	0.11565
5976	0.11327
5980	0.11087
5984	0.10856
5988	0.10615
5992	0.1038
5996	0.10111
6000	0.0988
6004	0.09656
6008	0.09438
6012	0.09225
6016	0.09012
6020	0.08794
6024	0.08573
6028	0.08359
6032	0.08149
6036	0.07935
6040	0.07741
6044	0.07562
6048	0.07388
6052	0.07226
6056	0.07067
6060	0.0691
6064	0.0674
6068	0.06569
6072	0.06395
6076	0.06217
6080	0.06036
6084	0.05856
6088	0.05687
6092	0.05526
6096	0.05373
6100	0.05212
6104	0.05081
6108	0.04959
6112	0.04837
6116	0.04715
6120	0.04601
6124	0.04486
6128	0.0438
6132	0.0427
6136	0.04163
6140	0.04056
6144	0.03954
6148	0.03848
6152	0.03745
6156	0.03648
6160	0.03554
6164	0.03468
6168	0.03377
6172	0.03289
6176	0.03201
6180	0.03116
6184	0.03026
6188	0.02939
6192	0.02853
6196	0.02766
6200	0.02709
6204	0.02625
6208	0.02545
6212	0.02469
6216	0.02395
6220	0.02329
6224	0.02266
6228	0.02208
6232	0.02152
6236	0.02094
6240	0.02045
6244	0.01992
6248	0.01939
6252	0.01888
6256	0.01839
6260	0.01793
6264	0.01752
6268	0.01714
6272	0.01676
6276	0.01643
6280	0.01614
6284	0.01586
6288	0.0156
6292	0.01531
6296	0.01503
6300	0.01474
6304	0.01472
6308	0.01447
6312	0.01424
6316	0.014
6320	0.01378
6324	0.01354
6328	0.01332
6332	0.01305
6336	0.01283
6340	0.01261
6344	0.01239
6348	0.01219
6352	0.01201
6356	0.01181
6360	0.01165
6364	0.01147
6368	0.01128
6372	0.01111
6376	0.01094
6380	0.01078
6384	0.01059
6388	0.01041
6392	0.0102
6396	0.01003
6400	0.00986
6404	0.00977
6408	0.00968
6412	0.00959
6416	0.00949
6420	0.00939
6424	0.00928
6428	0.00918
6432	0.00908
6436	0.00897
6440	0.00892
6444	0.00882
6448	0.00873
6452	0.00864
6456	0.00855
6460	0.00848
6464	0.00842
6468	0.00836
6472	0.00829
6476	0.00822
6480	0.00817
6484	0.00808
6488	0.00799
6492	0.00791
6496	0.00781
6500	0.00774
